EMPCT;opc1;opc1desc;opc2;opc2d
27239;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27240;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27241;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27242;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27243;49;Engenharia de Controle e Automacao (N);42;Ciencia da Computacao (N)
27244;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27245;49;Engenharia de Controle e Automacao (N);9;Engenharia Quimica (I)
27246;49;Engenharia de Controle e Automacao (N);;
27247;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27248;15;Medicina (I);21;Enfermagem (I)
27249;49;Engenharia de Controle e Automacao (N);102;Engenharia de Producao (I)
27250;49;Engenharia de Controle e Automacao (N);9;Engenharia Quimica (I)
27251;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27252;50;Quimica Tecnologica (N);40;Fisica - Licenciatura (N)
27253;50;Quimica Tecnologica (N);39;Engenharia Quimica (N)
27254;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27255;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);2;Estatistica (I)
27256;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);6;Ciencias Biologicas (I)
27257;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27258;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);9;Engenharia Quimica (I)
27259;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27260;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);30;Filosofia (I)
27261;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);11;Engenharia Eletrica (I)
27262;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);49;Engenharia de Controle e Automacao (N)
27263;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27264;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);42;Ciencia da Computacao (N)
27265;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27266;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);;
27267;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);5;Quimica (I)
27268;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);34;Engenharia de Computacao (I)
27269;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);11;Engenharia Eletrica (I)
27270;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);29;Matematica - Licenciatura (N)
27271;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);6;Ciencias Biologicas (I)
27272;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27273;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);29;Matematica - Licenciatura (N)
27274;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);5;Quimica (I)
27275;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27276;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);9;Engenharia Quimica (I)
27277;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);56;Licenciatura Integrada Quimica/Fisica (N)
27278;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27279;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);;
27280;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);188;Engenharia de Telecomunicacoes (I)
27281;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27282;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);34;Engenharia de Computacao (I)
27283;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);86;Estudos Literarios (I)
27284;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);10;Engenharia Mecanica (I)
27285;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);8;Engenharia Agricola (I)
27286;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);42;Ciencia da Computacao (N)
27287;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27288;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);29;Matematica - Licenciatura (N)
27289;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);12;Engenharia Civil (I)
27290;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);49;Engenharia de Controle e Automacao (N)
27291;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27292;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);29;Matematica - Licenciatura (N)
27293;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);5;Quimica (I)
27294;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);2;Estatistica (I)
27295;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27296;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);34;Engenharia de Computacao (I)
27297;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);34;Engenharia de Computacao (I)
27298;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);34;Engenharia de Computacao (I)
27299;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);;
27300;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);;
27301;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);15;Medicina (I)
27302;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27303;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);29;Matematica - Licenciatura (N)
27304;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);14;Odontologia (I)
27305;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27306;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);94;Sistemas de Informacao (I)
27307;51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I);40;Fisica - Licenciatura (N)
27308;53;Geologia (I);54;Geografia (I)
27309;53;Geologia (I);89;Engenharia Ambiental (N)
27310;53;Geologia (I);55;Geografia (N)
27311;53;Geologia (I);6;Ciencias Biologicas (I)
27312;53;Geologia (I);57;Letras - Licenciatura (N)
27313;53;Geologia (I);89;Engenharia Ambiental (N)
27314;53;Geologia (I);109;Administracao (N)
27315;53;Geologia (I);89;Engenharia Ambiental (N)
27316;53;Geologia (I);15;Medicina (I)
27317;53;Geologia (I);50;Quimica Tecnologica (N)
27318;53;Geologia (I);39;Engenharia Quimica (N)
27319;53;Geologia (I);89;Engenharia Ambiental (N)
27320;53;Geologia (I);8;Engenharia Agricola (I)
27321;53;Geologia (I);10;Engenharia Mecanica (I)
27322;54;Geografia (I);55;Geografia (N)
27323;54;Geografia (I);55;Geografia (N)
27324;54;Geografia (I);7;Letras - Licenciatura (I)
27325;54;Geografia (I);19;Historia (I)
27326;55;Geografia (N);30;Filosofia (I)
27327;55;Geografia (N);64;Comunicacao Social-Midialogia (I)
27328;55;Geografia (N);54;Geografia (I)
27329;55;Geografia (N);57;Letras - Licenciatura (N)
27330;56;Licenciatura Integrada Quimica/Fisica (N);46;Ciencias Biologicas - Licenciatura (N)
27331;56;Licenciatura Integrada Quimica/Fisica (N);109;Administracao (N)
27332;56;Licenciatura Integrada Quimica/Fisica (N);29;Matematica - Licenciatura (N)
27333;56;Licenciatura Integrada Quimica/Fisica (N);40;Fisica - Licenciatura (N)
27334;57;Letras - Licenciatura (N);64;Comunicacao Social-Midialogia (I)
27335;57;Letras - Licenciatura (N);109;Administracao (N)
27336;57;Letras - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
27337;57;Letras - Licenciatura (N);38;Pedagogia - Licenciatura (N)
27338;57;Letras - Licenciatura (N);38;Pedagogia - Licenciatura (N)
27339;57;Letras - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
27340;57;Letras - Licenciatura (N);38;Pedagogia - Licenciatura (N)
27341;57;Letras - Licenciatura (N);86;Estudos Literarios (I)
27342;58;Fonoaudiologia (I);14;Odontologia (I)
27343;58;Fonoaudiologia (I);21;Enfermagem (I)
27344;58;Fonoaudiologia (I);21;Enfermagem (I)
27345;58;Fonoaudiologia (I);21;Enfermagem (I)
27346;58;Fonoaudiologia (I);107;Nutricao (I)
27347;58;Fonoaudiologia (I);14;Odontologia (I)
27348;58;Fonoaudiologia (I);38;Pedagogia - Licenciatura (N)
27349;58;Fonoaudiologia (I);;
27350;58;Fonoaudiologia (I);15;Medicina (I)
27351;58;Fonoaudiologia (I);107;Nutricao (I)
27352;58;Fonoaudiologia (I);38;Pedagogia - Licenciatura (N)
27353;58;Fonoaudiologia (I);21;Enfermagem (I)
27354;58;Fonoaudiologia (I);107;Nutricao (I)
27355;58;Fonoaudiologia (I);45;Educacao Fisica (N)
27356;62;Tecnologia em Saneamento Ambiental (N);73;Tecnologia em Saneamento Ambiental (I)
27357;62;Tecnologia em Saneamento Ambiental (N);73;Tecnologia em Saneamento Ambiental (I)
27358;62;Tecnologia em Saneamento Ambiental (N);9;Engenharia Quimica (I)
27359;62;Tecnologia em Saneamento Ambiental (N);73;Tecnologia em Saneamento Ambiental (I)
27360;63;Farmacia (I);53;Geologia (I)
27361;63;Farmacia (I);5;Quimica (I)
27362;63;Farmacia (I);6;Ciencias Biologicas (I)
27363;63;Farmacia (I);107;Nutricao (I)
27364;63;Farmacia (I);6;Ciencias Biologicas (I)
27365;63;Farmacia (I);107;Nutricao (I)
27366;63;Farmacia (I);2;Estatistica (I)
27367;63;Farmacia (I);6;Ciencias Biologicas (I)
27368;63;Farmacia (I);5;Quimica (I)
27369;63;Farmacia (I);6;Ciencias Biologicas (I)
27370;63;Farmacia (I);107;Nutricao (I)
27371;63;Farmacia (I);5;Quimica (I)
27372;63;Farmacia (I);9;Engenharia Quimica (I)
27373;63;Farmacia (I);21;Enfermagem (I)
27374;63;Farmacia (I);9;Engenharia Quimica (I)
27375;63;Farmacia (I);21;Enfermagem (I)
27376;63;Farmacia (I);5;Quimica (I)
27377;63;Farmacia (I);5;Quimica (I)
27378;63;Farmacia (I);107;Nutricao (I)
27379;63;Farmacia (I);9;Engenharia Quimica (I)
27380;63;Farmacia (I);100;Ciencias do Esporte (I)
27381;63;Farmacia (I);14;Odontologia (I)
27382;63;Farmacia (I);5;Quimica (I)
27383;63;Farmacia (I);12;Engenharia Civil (I)
27384;63;Farmacia (I);44;Ciencias Sociais (N)
27385;63;Farmacia (I);16;Ciencias Sociais (I)
27386;63;Farmacia (I);9;Engenharia Quimica (I)
27387;63;Farmacia (I);14;Odontologia (I)
27388;63;Farmacia (I);6;Ciencias Biologicas (I)
27389;63;Farmacia (I);107;Nutricao (I)
27390;63;Farmacia (I);6;Ciencias Biologicas (I)
27391;63;Farmacia (I);21;Enfermagem (I)
27392;63;Farmacia (I);5;Quimica (I)
27393;63;Farmacia (I);13;Engenharia de Alimentos (I)
27394;63;Farmacia (I);50;Quimica Tecnologica (N)
27395;63;Farmacia (I);19;Historia (I)
27396;63;Farmacia (I);21;Enfermagem (I)
27397;63;Farmacia (I);6;Ciencias Biologicas (I)
27398;63;Farmacia (I);50;Quimica Tecnologica (N)
27399;63;Farmacia (I);6;Ciencias Biologicas (I)
27400;63;Farmacia (I);5;Quimica (I)
27401;63;Farmacia (I);94;Sistemas de Informacao (I)
27402;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27403;64;Comunicacao Social-Midialogia (I);7;Letras - Licenciatura (I)
27404;64;Comunicacao Social-Midialogia (I);42;Ciencia da Computacao (N)
27405;64;Comunicacao Social-Midialogia (I);;
27406;64;Comunicacao Social-Midialogia (I);44;Ciencias Sociais (N)
27407;64;Comunicacao Social-Midialogia (I);30;Filosofia (I)
27408;64;Comunicacao Social-Midialogia (I);;
27409;64;Comunicacao Social-Midialogia (I);86;Estudos Literarios (I)
27410;64;Comunicacao Social-Midialogia (I);5;Quimica (I)
27411;64;Comunicacao Social-Midialogia (I);57;Letras - Licenciatura (N)
27412;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27413;64;Comunicacao Social-Midialogia (I);94;Sistemas de Informacao (I)
27414;64;Comunicacao Social-Midialogia (I);;
27415;64;Comunicacao Social-Midialogia (I);6;Ciencias Biologicas (I)
27416;64;Comunicacao Social-Midialogia (I);44;Ciencias Sociais (N)
27417;64;Comunicacao Social-Midialogia (I);15;Medicina (I)
27418;64;Comunicacao Social-Midialogia (I);44;Ciencias Sociais (N)
27419;64;Comunicacao Social-Midialogia (I);;
27420;64;Comunicacao Social-Midialogia (I);30;Filosofia (I)
27421;64;Comunicacao Social-Midialogia (I);44;Ciencias Sociais (N)
27422;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27423;64;Comunicacao Social-Midialogia (I);16;Ciencias Sociais (I)
27424;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27425;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27426;64;Comunicacao Social-Midialogia (I);21;Enfermagem (I)
27427;64;Comunicacao Social-Midialogia (I);30;Filosofia (I)
27428;64;Comunicacao Social-Midialogia (I);5;Quimica (I)
27429;64;Comunicacao Social-Midialogia (I);30;Filosofia (I)
27430;64;Comunicacao Social-Midialogia (I);57;Letras - Licenciatura (N)
27431;64;Comunicacao Social-Midialogia (I);19;Historia (I)
27432;64;Comunicacao Social-Midialogia (I);86;Estudos Literarios (I)
27433;64;Comunicacao Social-Midialogia (I);19;Historia (I)
27434;64;Comunicacao Social-Midialogia (I);27;Educacao Fisica (I)
27435;64;Comunicacao Social-Midialogia (I);;
27436;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27437;64;Comunicacao Social-Midialogia (I);18;Linguistica (I)
27438;64;Comunicacao Social-Midialogia (I);;
27439;64;Comunicacao Social-Midialogia (I);16;Ciencias Sociais (I)
27440;64;Comunicacao Social-Midialogia (I);16;Ciencias Sociais (I)
27441;64;Comunicacao Social-Midialogia (I);12;Engenharia Civil (I)
27442;64;Comunicacao Social-Midialogia (I);27;Educacao Fisica (I)
27443;64;Comunicacao Social-Midialogia (I);;
27444;64;Comunicacao Social-Midialogia (I);;
27445;64;Comunicacao Social-Midialogia (I);7;Letras - Licenciatura (I)
27446;64;Comunicacao Social-Midialogia (I);18;Linguistica (I)
27447;64;Comunicacao Social-Midialogia (I);42;Ciencia da Computacao (N)
27448;64;Comunicacao Social-Midialogia (I);17;Ciencias Economicas (I)
27449;64;Comunicacao Social-Midialogia (I);14;Odontologia (I)
27450;64;Comunicacao Social-Midialogia (I);27;Educacao Fisica (I)
27451;64;Comunicacao Social-Midialogia (I);53;Geologia (I)
27452;64;Comunicacao Social-Midialogia (I);107;Nutricao (I)
27453;64;Comunicacao Social-Midialogia (I);21;Enfermagem (I)
27454;64;Comunicacao Social-Midialogia (I);18;Linguistica (I)
27455;64;Comunicacao Social-Midialogia (I);86;Estudos Literarios (I)
27456;64;Comunicacao Social-Midialogia (I);55;Geografia (N)
27457;64;Comunicacao Social-Midialogia (I);109;Administracao (N)
27458;64;Comunicacao Social-Midialogia (I);45;Educacao Fisica (N)
27459;64;Comunicacao Social-Midialogia (I);15;Medicina (I)
27460;64;Comunicacao Social-Midialogia (I);15;Medicina (I)
27461;64;Comunicacao Social-Midialogia (I);6;Ciencias Biologicas (I)
27462;73;Tecnologia em Saneamento Ambiental (I);37;Tecnologia em Construcao de Edificios (N)
27463;73;Tecnologia em Saneamento Ambiental (I);94;Sistemas de Informacao (I)
27464;73;Tecnologia em Saneamento Ambiental (I);94;Sistemas de Informacao (I)
27465;73;Tecnologia em Saneamento Ambiental (I);27;Educacao Fisica (I)
27466;86;Estudos Literarios (I);62;Tecnologia em Saneamento Ambiental (N)
27467;86;Estudos Literarios (I);7;Letras - Licenciatura (I)
27468;86;Estudos Literarios (I);18;Linguistica (I)
27469;86;Estudos Literarios (I);7;Letras - Licenciatura (I)
27470;86;Estudos Literarios (I);18;Linguistica (I)
27471;86;Estudos Literarios (I);30;Filosofia (I)
27472;86;Estudos Literarios (I);18;Linguistica (I)
27473;86;Estudos Literarios (I);18;Linguistica (I)
27474;86;Estudos Literarios (I);7;Letras - Licenciatura (I)
27475;87;Musica: Licenciatura (I);20;Pedagogia - Licenciatura (I)
27476;87;Musica: Licenciatura (I);30;Filosofia (I)
27477;89;Engenharia Ambiental (N);62;Tecnologia em Saneamento Ambiental (N)
27478;89;Engenharia Ambiental (N);6;Ciencias Biologicas (I)
27479;89;Engenharia Ambiental (N);6;Ciencias Biologicas (I)
27480;89;Engenharia Ambiental (N);13;Engenharia de Alimentos (I)
27481;89;Engenharia Ambiental (N);44;Ciencias Sociais (N)
27482;89;Engenharia Ambiental (N);53;Geologia (I)
27483;89;Engenharia Ambiental (N);29;Matematica - Licenciatura (N)
27484;89;Engenharia Ambiental (N);39;Engenharia Quimica (N)
27485;89;Engenharia Ambiental (N);53;Geologia (I)
27486;89;Engenharia Ambiental (N);73;Tecnologia em Saneamento Ambiental (I)
27487;89;Engenharia Ambiental (N);109;Administracao (N)
27488;89;Engenharia Ambiental (N);46;Ciencias Biologicas - Licenciatura (N)
27489;89;Engenharia Ambiental (N);73;Tecnologia em Saneamento Ambiental (I)
27490;89;Engenharia Ambiental (N);62;Tecnologia em Saneamento Ambiental (N)
27491;89;Engenharia Ambiental (N);6;Ciencias Biologicas (I)
27492;89;Engenharia Ambiental (N);19;Historia (I)
27493;89;Engenharia Ambiental (N);11;Engenharia Eletrica (I)
27494;94;Sistemas de Informacao (I);42;Ciencia da Computacao (N)
27495;94;Sistemas de Informacao (I);42;Ciencia da Computacao (N)
27496;94;Sistemas de Informacao (I);109;Administracao (N)
27497;94;Sistemas de Informacao (I);42;Ciencia da Computacao (N)
27498;94;Sistemas de Informacao (I);42;Ciencia da Computacao (N)
27499;94;Sistemas de Informacao (I);34;Engenharia de Computacao (I)
27500;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27501;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27502;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27503;100;Ciencias do Esporte (I);62;Tecnologia em Saneamento Ambiental (N)
27504;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27505;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27506;100;Ciencias do Esporte (I);45;Educacao Fisica (N)
27507;100;Ciencias do Esporte (I);20;Pedagogia - Licenciatura (I)
27508;100;Ciencias do Esporte (I);89;Engenharia Ambiental (N)
27509;100;Ciencias do Esporte (I);6;Ciencias Biologicas (I)
27510;100;Ciencias do Esporte (I);17;Ciencias Economicas (I)
27511;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27512;100;Ciencias do Esporte (I);45;Educacao Fisica (N)
27513;100;Ciencias do Esporte (I);27;Educacao Fisica (I)
27514;101;Engenharia de Manufatura (I);8;Engenharia Agricola (I)
27515;101;Engenharia de Manufatura (I);188;Engenharia de Telecomunicacoes (I)
27516;101;Engenharia de Manufatura (I);10;Engenharia Mecanica (I)
27517;101;Engenharia de Manufatura (I);109;Administracao (N)
27518;101;Engenharia de Manufatura (I);8;Engenharia Agricola (I)
27519;101;Engenharia de Manufatura (I);50;Quimica Tecnologica (N)
27520;101;Engenharia de Manufatura (I);2;Estatistica (I)
27521;101;Engenharia de Manufatura (I);62;Tecnologia em Saneamento Ambiental (N)
27522;101;Engenharia de Manufatura (I);102;Engenharia de Producao (I)
27523;102;Engenharia de Producao (I);9;Engenharia Quimica (I)
27524;102;Engenharia de Producao (I);12;Engenharia Civil (I)
27525;102;Engenharia de Producao (I);47;Ciencias Economicas (N)
27526;102;Engenharia de Producao (I);101;Engenharia de Manufatura (I)
27527;102;Engenharia de Producao (I);9;Engenharia Quimica (I)
27528;102;Engenharia de Producao (I);10;Engenharia Mecanica (I)
27529;102;Engenharia de Producao (I);101;Engenharia de Manufatura (I)
27530;102;Engenharia de Producao (I);9;Engenharia Quimica (I)
